INCIDENT_ID,FIRST_OCCURENCE_DATE,LAST_OCCURENCE_DATE,REPORTDATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,DISTRICT_ID,PRECINCT_ID,OFFENSE_CODE,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,MJ_RELATION_TYPE,NEIGHBORHOOD_ID
201470613,10-Feb-14,10-Feb-14,10-Feb-14,4573 N PECOS ST,3138586,1709180,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
2015172624,30-Mar-15,30-Mar-15,30-Mar-15,80 S PENNSYLVANIA ST,3145914,1685772,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",speer
2014619701,21-Nov-14,21-Nov-14,21-Nov-14,395 N YUMA ST,3136294,1688197,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2015463798,13-Aug-15,13-Aug-15,14-Aug-15,1240 S BANNOCK ST,3143559,1678125,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2015415182,23-Jul-15,23-Jul-15,23-Jul-15,3980 N FRANKLIN ST,3149505,1706752,2,211,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",cole
2015395504,13-Jul-15,13-Jul-15,13-Jul-15,E ELK PL / N CRYSTAL ST,3188411,1709742,5,512,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",montbello
2014129930,14-Mar-14,14-Mar-14,14-Mar-14,1346 W CEDAR AVE,3139304,1684887,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
201439276,23-Jan-14,23-Jan-14,23-Jan-14,1150 W 5TH AVE,3140067,1689001,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
2015229394,27-Apr-15,27-Apr-15,27-Apr-15,20731 E 48TH PL,3212140,1710884,5,513,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",gateway-green-valley-ranch
2014559639,20-Oct-14,21-Oct-14,21-Oct-14,3932 N ADAMS ST,3155048,1706464,2,212,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",clayton
2014679515,24-Dec-14,24-Dec-14,24-Dec-14,4105 N JASON ST,3140597,1706917,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
2015587042,8-Oct-15,8-Oct-15,8-Oct-15,432 S BROADWAY ST,3144200,1683431,3,311,5312,DISTURBING THE PEACE,All Other Crimes,"INDUSTRY",washington-park-west
2013573936,27-Nov-13,28-Nov-13,28-Nov-13,887 S BROADWAY ST,3143994,1680453,3,311,2999,CRIMINAL MISCHIEF - MTR VEH,Criminal Mischief-Vehicle,"NON-INDUSTRY",baker
2014287516,5-Jun-14,5-Jun-14,5-Jun-14,8275 E COLFAX AVE,3170963,1695161,2,223,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",east-colfax
2016616641,26-Sep-16,26-Sep-16,26-Sep-16,7289 E HAMPDEN AVE,3167907,1663479,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",hampden
2012175897,19-Apr-12,27-Apr-12,28-Apr-12,1811 S QUEBEC WAY,3170571,1674383,3,322,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",indian-creek
2013396511,21-Aug-13,,21-Aug-13,2110 S BROADWAY ST,3144412,1672328,3,313,7399,ACCESSORY/CONSPIRACY TO CRIME,All Other Crimes,"NON-INDUSTRY",rosedale
2012185451,4-May-12,4-May-12,4-May-12,1310 N WILLIAMS ST,3150277,1693818,6,622,2202,BURG/AUTO THEFT-RESD W/ FORCE,Burglary,"NON-INDUSTRY",cheesman-park
201458037,3-Feb-14,3-Feb-14,3-Feb-14,2420 S COLORADO BLVD,3157568,1670426,3,313,1316,THREATS TO INJURE,All Other Crimes,"INDUSTRY",university-hills
2012202643,14-May-12,14-May-12,14-May-12,3000 N GLENCOE ST,3161525,1702350,2,221,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",north-park-hill
2012233813,1-Jun-12,1-Jun-12,1-Jun-12,5231 N MONROE ST,3155803,1714030,2,212,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",elyria-swansea
2016100418,16-Feb-16,16-Feb-16,16-Feb-16,983 S VINE ST,3151044,1679826,3,312,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",washington-park
2014150699,24-Mar-14,24-Mar-14,24-Mar-14,3801 N JASON ST,3140598,1705540,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
2013193416,30-Apr-13,1-May-13,1-May-13,3244 WALNUT ST,3146800,1704002,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
2013610421,19-Dec-13,19-Dec-13,19-Dec-13,16199 E GVR BLVD,3196824,1711193,5,513,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",gateway-green-valley-ranch
201674971,4-Feb-16,5-Feb-16,5-Feb-16,2394 S BROADWAY ST,3144328,1670502,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",rosedale
2015747230,26-Dec-15,26-Dec-15,26-Dec-15,4550 S KIPLING ST,3110151,1655944,4,423,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",marston
2014232991,7-May-14,7-May-14,7-May-14,750 N UTICA ST,3128035,1690797,1,122,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",villa-park
2015581938,6-Oct-15,,6-Oct-15,1332 S CHEROKEE ST,3143338,1677553,3,311,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",overland
2015666518,13-Nov-15,14-Nov-15,14-Nov-15,2675 W 38TH AVE,3134819,1705508,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
2012426772,13-Sep-12,14-Sep-12,14-Sep-12,5378 N BILLINGS ST,3189266,1713829,5,512,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",montbello
2013212559,12-May-13,12-May-13,12-May-13,310O BLOCK N COLORADO BLVD,3157429,1688090,3,321,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",hilltop
2013205316,8-May-13,8-May-13,8-May-13,N CARSON ST / N CRYSTAL WAY,3191037,1715160,5,512,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",montbello
2014677313,22-Dec-14,,22-Dec-14,3600 MORRISON RD,3130796,1683641,4,412,3560,DRUG - MARIJUANA SELL,Drug Offenses,"NON-INDUSTRY",westwood
2014677313,22-Dec-14,,22-Dec-14,3600 MORRISON RD,3130796,1683641,4,412,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",westwood
2015599317,14-Oct-15,14-Oct-15,14-Oct-15,746 S WOLFF ST,3127153,1681439,4,412,1315,AGGRAVATED ASSAULT,Agg ASLT-Firearm,"NON-INDUSTRY",westwood
2012467134,13-Oct-12,13-Oct-12,13-Oct-12,4401 N ZENOBIA ST,3125813,1708103,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",berkeley
2016193931,29-Mar-16,29-Mar-16,29-Mar-16,1406 W 38TH AVE,3139631,1705430,1,113,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",highland
2012170316,25-Apr-12,25-Apr-12,25-Apr-12,5110 N RACE ST,3150881,1712463,2,212,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",elyria-swansea
2014164928,2-Apr-14,,3-Apr-14,440 S HOLLY ST,3162634,1683504,3,321,3563,DRUG - MARIJUANA CULTIVATION,Drug Offenses,"NON-INDUSTRY",washington-virginia-vale
2013153588,5-Apr-13,6-Apr-13,6-Apr-13,109 W 12TH AVE,3143692,1693124,6,611,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",civic-center
2015518010,7-Sep-15,,7-Sep-15,4255 N KITTREDGE ST,3195762,1707853,5,513,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",gateway-green-valley-ranch
2012341822,28-Jul-12,29-Jul-12,29-Jul-12,3301 E 42ND AVE,3155008,1707742,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012104962,14-Mar-12,,14-Mar-12,E COLFAX AVE / N BROADWAY ST,3144156,1694853,6,621,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",civic-center
2013179727,22-Apr-13,23-Apr-13,23-Apr-13,3615 DELGANY ST,3146589,1706635,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
2016374732,15-Jun-16,15-Jun-16,15-Jun-16,1955 S QUINCE ST,3168493,1673457,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",indian-creek
2014673549,20-Dec-14,20-Dec-14,20-Dec-14,74 N FEDERAL BLVD,3133707,1686718,4,411,1006,KIDNAP - ADULT VICTIM,All Other Crimes,"INDUSTRY",valverde
20123052,3-Jan-12,3-Jan-12,3-Jan-12,3995 E 50TH AVE,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012392102,26-Aug-12,26-Aug-12,26-Aug-12,3303 E 42ND AVE,3155012,1707716,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012476051,13-Oct-12,13-Oct-12,13-Oct-12,3995 E 50TH AVE,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2014140417,18-Mar-14,18-Mar-14,19-Mar-14,330 S DAYTON ST,3175842,1683494,3,321,2399,THEFT - OTHER,Larceny,"INDUSTRY",windsor
2013418680,2-Sep-13,2-Sep-13,2-Sep-13,4773 N FOX ST,3142062,1710572,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
2013353292,26-Jul-13,,29-Jul-13,5195 E 39TH AVE,3160986,1706496,2,221,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",northeast-park-hill
2015365314,29-Jun-15,,30-Jun-15,E 37TH AVE / N FRANKLIN ST,3149432,1705119,2,211,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",cole
2012528763,13-Nov-12,13-Nov-12,13-Nov-12,5515 N TULSA WAY,3185781,1714847,5,512,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",montbello
2013286991,24-Jun-13,24-Jun-13,24-Jun-13,819 N STUART ST,3128525,1691030,1,122,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",villa-park
2016819229,26-Dec-16,26-Dec-16,26-Dec-16,1810 S BROADWAY ST,3144329,1674322,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park
2012116883,22-Mar-12,22-Mar-12,22-Mar-12,3857 N ELM ST,3160364,1706030,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
2015166696,26-Mar-15,27-Mar-15,27-Mar-15,1101 S BANNOCK ST,3143377,1678960,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2014276904,31-May-14,,31-May-14,2020 S BROADWAY ST,3144349,1672869,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park
2013311801,6-Jul-13,6-Jul-13,6-Jul-13,1285 S VRAIN ST,3127651,1677796,4,421,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",mar-lee
2014286595,5-Jun-14,5-Jun-14,5-Jun-14,1300 N ADAMS ST,3155218,1693801,2,213,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",congress-park
2014532265,4-Oct-14,,7-Oct-14,401 16TH ST,3143533,1696058,6,611,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",cbd
2012561455,4-Dec-12,,4-Dec-12,4500 BLOCK N WASHINGTON ST,3146519,1708969,1,112,1315,MENACING - FELONY W/WEAP,Agg ASLT-Firearm,"NON-INDUSTRY",globeville
2016196270,30-Mar-16,30-Mar-16,30-Mar-16,5140 N CLARKSON ST,3147033,1713064,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
2012419410,10-Sep-12,10-Sep-12,10-Sep-12,3722 CHESTNUT PL,3146815,1707045,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
2012541011,21-Nov-12,21-Nov-12,21-Nov-12,2949 W ALAMEDA AVE,3133738,1684368,4,411,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",valverde
2014476954,9-Sep-14,,9-Sep-14,5155 E 46TH AVE,3160637,1709787,2,221,2589,FORGERY - OTHER,All Other Crimes,"INDUSTRY",northeast-park-hill
2014657784,12-Dec-14,,12-Dec-14,4000 BLOCK E COLFAX AVE,3157461,1694933,2,222,1313,ASSAULT - SIMPLE,Simple Assault,"NON-INDUSTRY",hale
20122767,3-Jan-12,3-Jan-12,3-Jan-12,3900 E 48TH AVE,3156932,1710798,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2016476703,22-Jul-16,22-Jul-16,28-Jul-16,1075 S JASON ST,3140907,1679196,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
2012355975,6-Aug-12,6-Aug-12,6-Aug-12,3054 LARIMER ST,3146378,1703160,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
2012510486,1-Nov-12,1-Nov-12,1-Nov-12,2243 N FEDERAL BLVD,3133363,1698718,1,121,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sloan-lake
2014282243,2-Jun-14,,2-Jun-14,1239 W NEVADA PL,3139939,1684058,4,412,1316,THREATS TO INJURE,All Other Crimes,"INDUSTRY",athmar-park
2013237307,27-May-13,27-May-13,27-May-13,2040 S NAVAJO ST,3139649,1672792,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte
2012224241,26-May-12,26-May-12,26-May-12,1031 W CENTER AVE,3140685,1682437,4,412,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",athmar-park
2015517042,6-Sep-15,,6-Sep-15,W CEDAR AVE / S RALEIGH ST,3128825,1685050,4,411,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",barnum-west
2012156095,16-Apr-12,,16-Apr-12,16TH ST / STOUT ST,3142543,1696957,6,611,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",cbd
2012443060,19-Sep-12,19-Sep-12,23-Sep-12,1531 N LEYDEN ST,3164370,1695245,2,222,2308,THEFT - FROM BLDG,Larceny,"NON-INDUSTRY",south-park-hill
2015660215,11-Nov-15,11-Nov-15,11-Nov-15,80 S PENNSYLVANIA ST,3145914,1685772,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",speer
2013394749,20-Aug-13,,20-Aug-13,1569 S COLORADO BLVD,3157183,1676049,3,312,1316,THREATS TO INJURE,All Other Crimes,"INDUSTRY",cory-merrill
2016420936,3-Jul-16,4-Jul-16,4-Jul-16,3880 N HOLLY ST,3162502,1706158,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
2012119198,22-Mar-12,22-Mar-12,22-Mar-12,3301 E 42ND AVE,3155008,1707742,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012601671,30-Dec-12,30-Dec-12,30-Dec-12,6858 E EVANS AVE,3166312,1672406,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",goldsmith
2013345446,25-Jul-13,25-Jul-13,25-Jul-13,2910 S BRYANT ST,3135781,1666841,4,422,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",college-view-south-platte
201632070,16-Jan-16,16-Jan-16,16-Jan-16,777 N CANOSA CT,3134946,1690779,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sun-valley
2016553502,30-Aug-16,30-Aug-16,30-Aug-16,330 S DAYTON ST,3175842,1683494,3,321,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",windsor
2016630926,2-Oct-16,2-Oct-16,2-Oct-16,1115 S BANNOCK ST,3143433,1678882,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2012173781,26-Apr-12,27-Apr-12,27-Apr-12,1135 W CUSTER PL,3140611,1682797,4,412,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",athmar-park
2016403549,27-Jun-16,27-Jun-16,27-Jun-16,2420 S COLORADO BLVD,3157568,1670426,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",university-hills
201318891,12-Jan-13,12-Jan-13,12-Jan-13,9700 E ILIFF AVE,3176311,1670689,3,323,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",hampden
2012217786,22-May-12,,23-May-12,N GRAPE ST / E 36TH AVE,3161747,1704924,2,221,2404,THEFT - OF MOTOR VEHICLE,Auto Theft,"INDUSTRY",northeast-park-hill
2016171027,18-Mar-16,18-Mar-16,18-Mar-16,2420 S COLORADO BLVD,3157568,1670426,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",university-hills
2012192389,7-May-12,8-May-12,8-May-12,3867 N TENNYSON ST,3128077,1705807,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",berkeley
2012281352,26-Jun-12,27-Jun-12,27-Jun-12,155 S PECOS ST,3138861,1685187,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2014498488,19-Sep-14,20-Sep-14,20-Sep-14,2424 E 43RD AVE,3152489,1708074,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2013625883,30-Dec-13,30-Dec-13,30-Dec-13,120 S KALAMATH ST,3140718,1685493,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
201457340,2-Feb-14,2-Feb-14,2-Feb-14,2922 GLENARM PL,3147880,1700732,2,211,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",five-points
2012422999,12-Sep-12,12-Sep-12,12-Sep-12,5885 E EVANS AVE,3163373,1672717,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",virginia-village
2016788531,11-Dec-16,11-Dec-16,11-Dec-16,505 W 40TH AVE,3142219,1706451,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
2013608747,19-Dec-13,19-Dec-13,19-Dec-13,205 N YUMA ST,3136295,1687715,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2015439946,2-Aug-15,,3-Aug-15,1201 20TH ST,3142928,1699409,6,612,1316,THREATS TO INJURE,All Other Crimes,"INDUSTRY",five-points
2014672117,19-Dec-14,19-Dec-14,19-Dec-14,5103 N CHAMBERS RD,3193696,1711299,5,512,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",montbello
2016803636,18-Dec-16,,18-Dec-16,1055 S FOX ST,3142161,1679300,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
2014431628,17-Aug-14,17-Aug-14,17-Aug-14,5100 W 38TH AVE,3125864,1705326,1,113,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",west-highland
201524323,13-Jan-15,13-Jan-15,13-Jan-15,742 N RALEIGH ST,3128967,1690774,1,122,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",villa-park
2012481770,16-Oct-12,16-Oct-12,16-Oct-12,3424 LARIMER ST,3147631,1704433,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
2015725807,14-Dec-15,14-Dec-15,14-Dec-15,3930 BLAKE ST,3148766,1706573,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012265207,18-Jun-12,,18-Jun-12,4935 N PEARL ST,3146007,1711682,1,112,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",globeville
2014351759,7-Jul-14,8-Jul-14,8-Jul-14,1178 S KALAMATH ST,3140643,1678536,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
2015645575,4-Nov-15,4-Nov-15,4-Nov-15,2645 S SANTA FE DR,3141468,1668820,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
201628453,14-Jan-16,14-Jan-16,14-Jan-16,1127 S ELIZABETH ST,3153039,1678868,3,312,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",cory-merrill
2015557975,25-Sep-15,,26-Sep-15,20 E 9TH AVE,3144383,1691311,6,623,3560,DRUG - MARIJUANA SELL,Drug Offenses,"INDUSTRY",capitol-hill
2014282243,2-Jun-14,,2-Jun-14,1239 W NEVADA PL,3139939,1684058,4,412,5312,DISTURBING THE PEACE,All Other Crimes,"INDUSTRY",athmar-park
201699991,16-Feb-16,16-Feb-16,16-Feb-16,183 W ALAMEDA AVE,3142935,1684444,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
2014183592,12-Apr-14,12-Apr-14,12-Apr-14,525 N BRYANT ST,3135355,1689083,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2014644518,5-Dec-14,5-Dec-14,5-Dec-14,395 N YUMA ST,3136294,1688197,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2012380965,20-Aug-12,20-Aug-12,20-Aug-12,2640 E 43RD AVE,3153008,1708076,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2016666072,17-Oct-16,17-Oct-16,17-Oct-16,5000 E 41ST AVE,3160305,1706930,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
2015568265,23-Sep-15,29-Sep-15,30-Sep-15,3900 E 48TH AVE,3156932,1710798,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2014154445,27-Mar-14,27-Mar-14,27-Mar-14,1911 S BROADWAY ST,3144086,1673620,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2012485031,18-Oct-12,18-Oct-12,18-Oct-12,20723 E 43RD AVE,3211444,1708214,5,513,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",gateway-green-valley-ranch
201690330,12-Feb-16,12-Feb-16,12-Feb-16,2193 W EVANS AVE,3137109,1672567,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte
2013275216,18-Jun-13,18-Jun-13,18-Jun-13,7380 E COLFAX AVE,3167983,1694958,2,223,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",east-colfax
2012576536,13-Dec-12,13-Dec-12,14-Dec-12,414 W 43RD AVE,3142560,1707699,1,112,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",globeville
2014189739,15-Apr-14,15-Apr-14,15-Apr-14,5585 E YALE AVE,3162461,1668632,3,322,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",goldsmith
2012178189,30-Apr-12,30-Apr-12,30-Apr-12,310 N ST PAUL ST,3154517,1688064,3,312,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cherry-creek
2014169319,4-Apr-14,,4-Apr-14,29TH ST / CALIFORNIA ST,3147184,1701157,2,211,4801,POLICE - RESISTING ARREST,All Other Crimes,"NON-INDUSTRY",five-points
2014159511,29-Mar-14,,29-Mar-14,1100 BLOCK S JULIAN ST,3132045,1678951,4,421,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",mar-lee
2012132878,31-Mar-12,1-Apr-12,1-Apr-12,1445 S PEARL ST,3146125,1676779,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park
2012147881,11-Apr-12,11-Apr-12,11-Apr-12,1640 E EVANS AVE,3149785,1672387,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",university
2013465955,27-Sep-13,27-Sep-13,27-Sep-13,8600 BLOCK W STANFORD AVE,3113729,1656312,4,423,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",marston
2013282971,22-Jun-13,,22-Jun-13,5926 E COLFAX AVE,3163489,1694951,2,222,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",montclair
2013282971,22-Jun-13,,22-Jun-13,5926 E COLFAX AVE,3163489,1694951,2,222,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montclair
2012320910,18-Jul-12,18-Jul-12,18-Jul-12,7801 E COLFAX AVE,3169510,1695148,2,223,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",east-colfax
2015280757,22-May-15,22-May-15,22-May-15,3995 E 50TH AVE,3156921,1712528,2,212,3560,DRUG - MARIJUANA SELL,Drug Offenses,"INDUSTRY",elyria-swansea
2012190718,7-May-12,,7-May-12,3702 W QUINCY AVE,3130781,1657675,4,423,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",fort-logan
2012288888,30-Jun-12,30-Jun-12,1-Jul-12,3682 N LOCUST ST,3164763,1705505,2,221,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",northeast-park-hill
2012289197,30-Jun-12,30-Jun-12,1-Jul-12,4981 E CORNELL AVE,3160429,1667378,3,313,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",university-hills
2012289197,30-Jun-12,30-Jun-12,1-Jul-12,4981 E CORNELL AVE,3160429,1667378,3,313,2204,BURG/AUTO THEFT-RESD NO FORCE,Burglary,"NON-INDUSTRY",university-hills
201222901,17-Jan-12,17-Jan-12,17-Jan-12,10700 E DARTMOUTH AVE,3179718,1665260,3,323,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",kennedy
2013502371,18-Oct-13,18-Oct-13,18-Oct-13,2438 LARIMER ST,3144248,1701084,6,612,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
2012407384,3-Sep-12,3-Sep-12,3-Sep-12,5109 W ALAMEDA AVE,3125923,1684436,4,411,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",barnum-west
2012551306,27-Nov-12,28-Nov-12,28-Nov-12,4025 N ELATI ST,3142281,1706594,1,112,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",globeville
2015557911,25-Sep-15,,30-Sep-15,105 E 7TH AVE,3144669,1690249,6,623,3560,DRUG - MARIJUANA SELL,Drug Offenses,"INDUSTRY",capitol-hill
